question	queries	links
List all the ladle refractory lifespan extension techniques rated by their effect to cost ratio.	shotcrete ladle refractory life heats RHI Magnesita	['https://www.rhimagnesita.com/industries-we-serve/alumina-monolithic-solutions/smooth-solutions-for-steel-ladle/', 'https://www.rhimagnesita.com/industries-we-serve/our-innovations/visir-vision-and-thermographic-technology/', 'https://foundryflux.com/rhi-magnesita-refractories/', 'https://www.rhimagnesita.com/', 'https://www.rhimagnesita.com/wp-content/uploads/2022/11/bulletin-2022-221110-linked.pdf', 'https://www.rhimagnesita.com/wp-content/uploads/2019/11/steel-ladles-1909-en-190917-eb-mon.pdf', 'https://www.rhimagnesita.com/wp-content/uploads/2018/11/bulletin-2018-1-181120-mon_hyperlink.pdf']
List all the ladle refractory lifespan extension techniques rated by their effect to cost ratio.	"""ladle"" ""shotcrete"" repair ""heats"" campaign extension"	['https://htr.rs/en/steel-ladle-lining-management-a-comparison-between-different-maintenance-technologies-to-increase-performance-reduce-refractory-consumption-and-waste-disposal-of-used-materials/', 'https://www.researchgate.net/publication/290453401_In-situ_Recycling_Monolithic_ladle_repair_with_shotcreting', 'https://therefractorybeat.com/have-you-tried-shotcrete-technology-for-steel-ladle-lining-repairs/?print=print', 'https://www.rhimagnesita.com/industries-we-serve/alumina-monolithic-solutions/smooth-solutions-for-steel-ladle/', 'https://thinkhwi.com/industries/iron-steel/steel-ladle-refractory/', 'https://thinkhwi.com/industries/iron-steel/torpedo-ladle-car/', 'https://shotcrete.org/repair-portal/', 'https://upstaterefractory.com/services/tearout-reline/', 'https://www.ceramicsrefractories.saint-gobain.com/equipment/blast-furnace-repairs', 'https://www.icri.org/wp-content/uploads/2024/04/CRBSeptOct15_Robertson.pdf']
List all the ladle refractory lifespan extension techniques rated by their effect to cost ratio.	Vesuvius ladle slag splashing refractory campaign life	['https://www.ad-hoc-news.de/boerse/news/ueberblick/vesuvius-plc-the-quiet-industrial-platform-powering-the-world-s-hottest/68483084', 'https://www.vesuvius.com/en/our-solutions/ru-ru/iron-and-steel/continuous-casting/ladle/linings.html', 'https://www.xdlceramics.ltd/3032/vesuvius-refractory-materials-service-life.html', 'https://xintairefractory.com/refractory-materials-for-steel-ladles-selection-and-maintenance/', 'https://www.vesuvius.com/en/our-solutions/international/iron-and-steel/continuous-casting/ladle/linings.html', 'https://www.vesuvius.com/en/our-solutions/sv-se/iron-and-steel/continuous-casting/ladle-to-tundish/ladle-gates-and-refractory.html', 'https://www.ispatguru.com/operation-practices-and-campaign-life-of-a-blast-furnace/', 'https://webstorage.kuettner.com/kuettner-prod/solutions/documents/ea67ae298480fd709420367fd07e2abc.pdf']
List all the ladle refractory lifespan extension techniques rated by their effect to cost ratio.	"""ladle furnace"" ""tap-to-tap"" reduce refractory wear"	['https://www.furnaceeaf.com/eaf-tapping-methods-why-ebt-is-the-global-standard/', 'https://metalzenith.com/blogs/steel-production-processing-terms/tapping-in-steelmaking-key-process-for-molten-metal-transfer', 'https://pennekamp-me.ae/case-study-improving-heat-retention-in-a-ladle-furnace-with-refractory-bricks/', 'https://metalzenith.com/blogs/steel-production-processing-terms/ladle-in-steelmaking-key-equipment-and-its-role-in-steel-refining', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/3950161', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4820342', 'https://metalzenith.com/blogs/steel-production-processing-terms/tap-to-tap-time-key-metric-in-steelmaking-efficiency-and-quality']
List all the ladle refractory lifespan extension techniques rated by their effect to cost ratio.	"""slag conditioner"" ladle life extension ""MgO"" calcium aluminate flux heats"	['https://www.researchgate.net/publication/309543889_UsING_of_CALCIUM_MAGNESIUM_ALUMINATE_FLUX_WITH_HIGH_MGO_CONTENT_TO_IMPROVE_secondary_STEEL_LADLE_LIFE_TIME', 'http://www.tmm.periodikos.com.br/journal/tmm/article/doi/10.4322/tmm.2011.045', 'https://go.gale.com/ps/i.do?id=GALE%7CA339733410&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1807300X&p=AONE&sw=w&userGroupName=anon~3b47639&aty=open-web-entry', 'https://abmproceedings.com.br/en/article/download-pdf/calcium-magnesium-aluminate-flux-with-high-mgo-content-a-new-approach-of-secondary-metallurgy-to-improve-steel-quality-and-ladle-life-time1', 'https://go.gale.com/ps/i.do?id=GALE%7CA339733410&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1807300X&p=IFME&sw=w&userGroupName=anon~198cb0ca', 'https://www.bpiminerals.com/products/calcium-aluminate-flux-synthetic-slag/']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	MgO-C refractory wear rate basicity quantitative steel ladle	['https://oxmaint.com/industries/steel-plant/refractory-management-software-steel', 'https://onlinelibrary.wiley.com/doi/abs/10.1002/srin.202000497', 'https://www.sciencedirect.com/science/article/abs/pii/S0955221925007575', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC10707161/', 'https://www.academia.edu/125990022/Corrosion_of_MgO_C_ladle_refractories', 'https://www.academia.edu/78401593/Slag_corrosion_of_MgO_C_refractories_during_secondary_steel_refining', 'https://onlinelibrary.wiley.com/doi/full/10.1002/srin.201900436', 'https://www.intocast.de/wp-content/uploads/2024/02/Interaction_of_Molten_Secondary_Metallurgical_Ladle_Slag_with_MgO-C_Refractories_2023.pdf']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	MgO solubility CaO-SiO2-MgO-FeO slag saturation	['https://onlinelibrary.wiley.com/doi/abs/10.1002/srin.200100098', 'https://scite.ai/reports/mgo-saturation-analisys-of-cao-sio2-feo-mgo-al2o3-mOVez5z', 'https://www.semanticscholar.org/paper/MgO-Saturation-Analisys-of-CaO-SiO2-FeO-MgO-Al2O3-Almeida-Vieira/0554f29a4395d5eb2d9696b64eef84982c96333c', 'https://www.researchgate.net/publication/276135590_MgO_Solubility_in_Steelmaking_Slags', 'https://lume.ufrgs.br/bitstream/handle/10183/185172/001081562.pdf?sequence=1&isAllowed=y', 'https://www.researchgate.net/publication/321396157_MgO_saturation_analisys_of_CaO-SiO2-FeO-MgO-Al2O3_slag_system', 'https://scispace.com/papers/mgo-saturation-analisys-of-cao-sio2-feo-mgo-al2o3-slag-2a9fr1708s']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	dicalcium silicate C2S protective layer MgO-C refractory slag	['https://www.sciencedirect.com/science/article/pii/S027288421401949X', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884217317741', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884222004114', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10003835/', 'https://www.sciencedirect.com/topics/engineering/dicalcium-silicate', 'https://advanced.onlinelibrary.wiley.com/doi/10.1002/adem.202502888?af=R', 'https://www.mdpi.com/2075-4701/11/10/1580']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	decarburization MgO-C FeO oxidation graphite slag line	['https://www.mdpi.com/2076-3417/13/22/12473', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884215009694', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884224053756', 'https://pure.unileoben.ac.at/ws/portalfiles/portal/25033560/AC17042356.pdf', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884223012683', 'https://www.intocast.de/wp-content/uploads/2024/02/Interaction_of_Molten_Secondary_Metallurgical_Ladle_Slag_with_MgO-C_Refractories_2023.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6024937/', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/5632800']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	slag line wear rate mm/heat ladle MgO-C industrial campaign basicity	['https://www.sciencedirect.com/science/article/abs/pii/S0272884213002691', 'https://www.sciencedirect.com/science/article/abs/pii/S0955221925007575', 'https://www.researchgate.net/figure/Relative-ladle-lining-lifetime-and-slag-line-repair-interval-for-a-100-tonne-treatment_fig3_276405790', 'https://www.researchgate.net/publication/266358950_MgO-C_refractories_for_steel_ladles_slag_line', 'https://www.sciencedirect.com/science/article/abs/pii/S027288422100016X', 'https://www.tandfonline.com/doi/full/10.1080/03019233.2020.1827672', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9104201/', 'https://researchgate.net/publication/260086182_Slag_conditioning_effects_on_MgO-C_refractory_corrosion_performance']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	Marangoni convection slag refractory dynamic wear interface	['https://www.sciencedirect.com/science/article/abs/pii/S0272884217322873', 'https://www.researchgate.net/publication/264607234_Premature_Wear_of_Refractories_due_to_Marangoni-Convection', 'https://link.springer.com/chapter/10.1007/978-3-031-63709-4_7', 'https://www.researchgate.net/publication/317982399_Main_wear_mechanisms_of_SEN_slag_band_materials', 'https://www.researchgate.net/publication/277698944_Marangoni_Convection_as_a_Contribution_to_Refractory_Corrosion_-_CFD_Simulation_and_Analytical_Approaches', 'https://www.semanticscholar.org/paper/Local-corrosion-of-magnesia-chrome-refractories-by-Yuan-Huang/204c8db4d292ee6de31f829c9ba6295e9d33d662', 'https://www.k1-met.com/fileadmin/user_upload/Publications/Journal_articles_open_access/Harmuth_2015.pdf', 'https://www.researchgate.net/publication/289797932_Nozzle_wear_by_Marangoni_-_Induced_flow_effect']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	optimal basicity 2.5-3.5 MgO-C ladle slag corrosion minimum	['https://onlinelibrary.wiley.com/doi/10.1002/srin.202400147', 'https://www.mdpi.com/1420-3049/30/21/4275', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884213002691', 'https://www.sciencedirect.com/science/article/abs/pii/S0955221925007575', 'https://www.sciencedirect.com/science/article/abs/pii/S027288422300980X', 'https://onlinelibrary.wiley.com/doi/full/10.1002/srin.201900436']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	RHI Magnesita bulletin MgO-C slag line ladle wear basicity	['https://www.rhimagnesita.com/the-bulletin-blog/case-studies-of-high-recycling-containing-magnesia-carbon-bricks/', 'https://www.rhimagnesita.com/wp-content/uploads/2022/11/bulletin-2022-221110-linked.pdf', 'https://www.rhimagnesita.com/bulletin/', 'https://www.rhimagnesita.com/the-bulletin-blog/green-steel-initiatives/', 'https://www.diva-portal.org/smash/get/diva2:1574060/FULLTEXT03.pdf', 'https://www.rhimagnesita.com/the-bulletin-blog/sustainable-slag-engineering-in-the-basic-oxygen-furnace-using-circular-metallurgical-additives-and-modelling-tools/', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4790872', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4842642']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	"""slag viscosity"" basicity ladle CaO/SiO2 ratio refractory penetration"	['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12608883/', 'https://onlinelibrary.wiley.com/doi/full/10.1002/srin.202400147', 'https://www.sciencedirect.com/science/article/abs/pii/S0022309322001533', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6719159/', 'https://www.sciencedirect.com/science/article/abs/pii/S027288422300980X', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884225050977', 'https://www.saimm.co.za/Conferences/Slags2004/033_LEE.pdf', 'https://link.springer.com/article/10.1007/s12613-014-0916-7']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	Park MgO solubility BOF slag formula 0.00816X2 1.404X 62.31	['https://onlinelibrary.wiley.com/doi/10.1002/srin.200100098', 'https://asu.elsevierpure.com/en/publications/mgo-solubility-in-steelmaking-slags', 'https://justhigh.com.cn/blogs/justhigh-news/bof-brick-repair-furnace-principle-key-control-points-and-specific-brick-repair-furnace-operations', 'https://www.linkedin.com/pulse/refractories-mgo-saturation-vito-santos', 'https://www.researchgate.net/publication/276135590_MgO_Solubility_in_Steelmaking_Slags', 'https://link.springer.com/article/10.1007/s11663-015-0352-8', 'https://www.semanticscholar.org/paper/Thermodynamic-Study-on-MgO-Solubility-in-High-Alumina-Content-Slag-System/f3660b11d77d3a74bd385ea0632cc8d60416ff9e']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	"""MgO-C"" brick ""slag line"" wear ""mm/heat"" basicity industrial trial"	['https://www.sciencedirect.com/science/article/pii/S2211812815000693', 'https://onlinelibrary.wiley.com/doi/full/10.1002/srin.201900436', 'https://www.academia.edu/82270913/Corrosion_Study_of_MgO_C_Bricks_in_Contact_with_a_Steelmaking_Slag', 'https://www.researchgate.net/publication/266358950_MgO-C_refractories_for_steel_ladles_slag_line', 'https://www.academia.edu/100564090/Raw_materials_for_manufacturing_of_Superior_quality_MgO_C_bricks', 'https://steelmakinglmm.com/en/mgo-c-bricks-steelmaking-lining/', 'https://www.researchgate.net/publication/279635112_Corrosion_Study_of_MgO-C_Bricks_in_Contact_with_a_Steelmaking_Slag', 'https://www.ispatguru.com/magnesia-carbon-refractories/', 'https://steelmakinglmm.com/en/faq-about-magnesia-carbon-mgo-c-bricks/']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	"Pretorius ""MgO saturation"" EAF slag basicity refractory ISD"	['https://apps.dtic.mil/sti/tr/pdf/ADA538351.pdf', 'https://apps.dtic.mil/sti/pdfs/ADA538351.pdf', 'https://www.researchgate.net/publication/321396157_MgO_saturation_analisys_of_CaO-SiO2-FeO-MgO-Al2O3_slag_system', 'https://www.scielo.br/j/mr/a/mMcNkJs4fMBmV3c4xYDdRrk/?lang=en', 'http://www.scielo.br/j/remi/a/wkL5ZQjjsNKYddD4pJnMxzg/?lang=en', 'https://www.researchgate.net/publication/276384240_Improvement_of_EAF_process_and_refractory_consumption_by_advanced_slag_modeling', 'https://www.mdpi.com/2075-4701/11/1/17', 'https://www.researchgate.net/profile/Emre-Alan/post/What_is_a_slag_really/attachment/5d161ce93843b0b98258b064/AS:774767107907585@1561730281214/download/Fundamentals+of+EAF+and+Ladle+Slags+and+Ladle+Refining+Principles.pdf', 'https://asianpubs.org/index.php/ajchem/article/download/10971/10954']
How does slag bacisity influence the wear rate of MgO-C refractory of the slag line of a steel ladle?	"""FeO"" threshold MgO-C wear graphite oxidation ladle slag"	['https://www.tandfonline.com/doi/full/10.1080/03019233.2020.1827672', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884215009694', 'https://www.academia.edu/80577978/The_influence_of_carbon_content_on_the_corrosion_of_MGO_C_refractory_material_caused_by_acid_and_alkaline_ladle_slag', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884223012683', 'https://advanced.onlinelibrary.wiley.com/doi/10.1002/adem.202502888?af=R', 'https://www.sciencedirect.com/science/article/abs/pii/S0272884225053763', 'https://steelmakinglmm.com/en/faq-about-magnesia-carbon-mgo-c-bricks/']
