research_question	link	description	id	past_query
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://bruciteplus.cn/en/flux-for-converters/	[FULL] FluMag® increases the level of magnesium oxide in the slag and forms a hard-wearing layer of slag skull on the converter lining in order to make it more durable. FluMag® flux with a high magnesium oxide content is used when making steel in converters in order to increase the magnesium oxide content in slag and to increase the service life of lining of the converter. FluMag® is added to material charge during converter operation and after completing oxygen lancing of metal before steel discharge in order to saturate working and remaining slag with magnesium oxide, and also during slag blowing with nitrogen in order to build a high-strength slag layer on lining. It extends the service life of the converter lining by up to 30%.	1081	'Flumag' EAF slag foaming brucite trial industrial steel mill
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/8764879	US Patent 8,764,879. Describes a slag foaming agent containing brucite. Promotes slag foaming in EAF while reducing refractory attack compared to fluorspar-based agents.	1082	'Flumag' EAF slag foaming brucite trial industrial steel mill
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://rabatec.ca/product/fluorspar-caf2-acid-grade/	[FULL] Fluorspar (also known as Fluorite) is the mineral form of Calcium Fluoride (CaF2). It is primarily valued in industrial metallurgy and chemistry for its fluorine content and its exceptional properties as a fluxing agent. Acid Grade Fluorspar is the highest commercial purity level, containing a minimum of 97% effective CaF2. It is added to the slag in Electric Arc Furnaces (EAF) and Basic Oxygen Furnaces (BOF) to make highly viscous lime and alumina rich slags more fluid at lower temperatures. By reducing slag viscosity, it helps the slag stay liquid and prevents it from sticking to the furnace walls, reducing mechanical wear on the refractory lining.	1083	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.researchgate.net/publication/230409480_The_Effect_of_CaF2_in_the_Slag_in_Ladle_Refining	ResearchGate paper on CaF2 effects. Finds that CaF2 increases slag fluidity and desulfurization but accelerates MgO-C refractory corrosion, reducing ladle life. Suggests alternatives like MgO flux.	1084	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://metalzenith.com/blogs/steel-production-processing-terms/flux-in-steelmaking-role-types-and-process-significance	[FULL] Flux in steel production refers to a material, typically a chemical compound or mixture, added during primary steelmaking processes to facilitate the removal of impurities from molten metal. Flux plays a critical role during processes such as basic oxygen furnace (BOF) operation, electric arc furnace (EAF) refining, and ladle metallurgy. It is introduced at specific stages to modify the chemical environment, assist in slag formation, and enhance impurity removal. The flux's chemical constituents—such as calcium oxide (CaO), magnesium oxide (MgO), fluorides, and other compounds—are carefully balanced to optimize these reactions.	1085	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.researchgate.net/publication/324523156_Replacement_of_fluorspar_in_the_desulfurization_of_hot_metal	Paper on fluorspar replacement. Discusses using MgO-based materials to achieve desulfurization without the refractory wear associated with CaF2, thereby improving ladle life.	1086	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://asi-alloys.com/pdf/ControlofSlag.pdf	[FULL] A new flux, Redux EF40L, has been developed that controls and minimizes buildup in pouring ladles, melting furnaces, pressure pour furnaces and magnesium treatment vessels with minimal to no adverse effects on refractory linings. Slag formation in the melting of ferrous metals is inevitable. The composition of slag varies with the type of melting process used and the type of iron or steel being melted. When slag makes contact with the refractory lining of a furnace wall that is colder than the melting point of the slag, the slag is cooled below its freezing point and adheres to the refractory lining. This adhering material is called buildup. Slags must have a high interfacial surface tension to prevent refractory attack (wetting).	1087	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.researchgate.net/publication/358284748_Elimination_of_Fluorspar_Use_and_Reduction_in_Lime_Consumption_at_Ladle_Furnace_by_Reutilizing_Alumina-Rich_Ladle_Furnace_Slag	ResearchGate article. Reports on eliminating fluorspar by using alumina-rich slag and MgO. Results show reduced refractory wear and increased ladle campaign length.	1088	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.ispatguru.com/ladle-slag-and-its-role-in-secondary-steelmaking/	IspatGuru article on ladle slag. Explains that CaF2 is used for fluidity but causes brick dissolution. MgO addition to slag is recommended to protect the lining and increase service life.	1089	'fluorspar' CaF2 ladle refractory wear
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.sciencedirect.com/science/article/abs/pii/S0272884218310162	ScienceDirect article. Studies MgO dissolution in CaF2-containing slags. Confirms that fluorspar aggressively attacks MgO-C refractories, while increasing slag MgO content reduces the wear rate.	1090	CaF2 attack MgO refractory dissolution
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.academia.edu/95323665/Mechanism_of_MgO_dissolution_in_MgF2_CaF2_MF_M_Li_or_Na_melts_Kinetic_analysis_via_in_situ_high_temperature_confocal_scanning_laser_microscopy_HT_CSLM_	[SNIPPET] Mechanism of MgO dissolution in MgF₂–CaF₂–MF (M=Li or Na) melts was studied via HT-CSLM. Saturation concentration of MgO is 3.4 wt% in LiF flux versus 1.9 wt% in NaF flux at 1473 K. Dissolution rates are faster in LiF flux due to higher diffusion coefficients and saturation concentrations. Rate-limiting mechanism is diffusion of O²⁻ ion through boundary layer.	1091	CaF2 attack MgO refractory dissolution
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.researchgate.net/publication/230098829_Corrosion_mechanism_and_kinetic_behavior_of_MgO-C_refractory_material_in_contact_with_CaO-Al2O3-SiO2-MgO_slag	ResearchGate paper. Corrosion mechanism of MgO-C in complex slags. Highlights that CaF2 enhances slag penetration and MgO dissolution, shortening ladle life.	1092	CaF2 attack MgO refractory dissolution
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.sciencedirect.com/science/article/abs/pii/S0272884219318115	[SNIPPET] Mechanism of MgO dissolution in MgF₂–CaF₂–MF (M=Li or Na) melts was investigated using HT-CSLM. Rate-limiting mechanism is diffusion of O²⁻ ion dissociated from MgO through boundary layer. Low viscosity of flux reduces mass transfer resistance, increasing overall cell efficiency. No direct data on ladle refractory wear.	1093	CaF2 attack MgO refractory dissolution
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.researchgate.net/publication/269760609_Reactions_Between_MgO-C_Refractory_Molten_Slag_and_Metal	ResearchGate paper. Reactions at the slag-refractory interface. Fluorspar in slag is shown to be a major contributor to refractory degradation, while MgO saturation mitigates it.	1094	CaF2 attack MgO refractory dissolution
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://www.researchgate.net/publication/309543889_UsING_of_CALCIUM_MAGNESIUM_ALUMINATE_FLUX_WITH_HIGH_MGO_CONTENT_TO_IMPROVE_secondary_STEEL_LADLE_LIFE_TIME	ResearchGate paper. Using high-MgO calcium magnesium aluminate flux. Reports improved steel quality and extended ladle life by reducing refractory wear compared to fluorspar-based fluxes.	1095	'calcium aluminate' replace fluorspar ladle lining life '% increase'
How does Flumag addition or Fluorospar addition influence ladle lifespan?	https://link.springer.com/chapter/10.1007/978-3-031-50176-0_12	[SNIPPET] Corrosion behavior of MgO-C refractory in EAF slags was investigated at 1823 K. Reduction of refractory radius diminished as slag basicity increased from 1.6 to 2.47. MgO solubility increased with decrease in basicity. Magnesiowüstite (MW) intermediate layer formed within refractory; MW layer is thicker in low-basicity slag but slag penetration is deeper, leading to severe erosion. No direct fluorspar data.	1096	CaF2 attack MgO refractory dissolution
