	research_question	link	description	id	past_query
64	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6612364	US Patent 6612364 for liquid core reduction apparatus.	64	liquid core reduction definition mold soft reduction difference segregation
65	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10744559	US Patent 10744559 for soft reduction method.	65	liquid core reduction definition mold soft reduction difference segregation
66	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/7069974	US Patent 7069974 for a continuous casting process with liquid core reduction.	66	liquid core reduction definition mold soft reduction difference segregation
67	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.cambridge.org/core/journals/metallurgical-research-and-technology/article/abs/internal-reduction-efficiency-of-continuously-cast-strand-with-liquid-core/8958127465EA98A11CC0A97291DDA396	Cambridge article on internal reduction efficiency of continuously cast strand with liquid core.	67	liquid core reduction definition mold soft reduction difference segregation
68	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/7025118	US Patent 7025118 for a method of reducing segregation using soft reduction.	68	liquid core reduction definition mold soft reduction difference segregation
69	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/7086450	US Patent 7086450 for liquid core reduction in continuous casting.	69	POSCO Pohang bloom caster Yim Oh liquid core reduction 5mm OR 8mm solid fraction 0.9 carbon segregation 1.0 tire cord
70	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://link.springer.com/article/10.1007/s12613-025-3165-z	Springer article on the effect of soft reduction on porosity and segregation in high-carbon steel.	70	liquid core reduction definition mold soft reduction difference segregation
71	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.slideshare.net/slideshow/continuous-casting-of-steel-246950395/246950395	SlideShare presentation on continuous casting of steel, comparing vertical and curved casters.	71	vertical caster versus curved caster inclusion flotation high carbon segregation comparison
72	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.mdpi.com/2075-4701/8/5/320	MDPI Metals article on the comparison of vertical and curved casters for high-carbon steel, focusing on inclusion flotation and segregation.	72	vertical caster versus curved caster inclusion flotation high carbon segregation comparison
73	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.jstage.jst.go.jp/article/isijinternational/45/11/45_11_1616/_article	ISIJ International paper on the influence of casting machine type on segregation in high-carbon steel.	73	vertical caster versus curved caster inclusion flotation high carbon segregation comparison
74	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.researchgate.net/publication/250161176_Morphology_and_Segregation_in_Continuously_Cast_High_Carbon_Steel_Billets	ResearchGate paper on morphology and segregation in high-carbon steel billets, including the effect of casting parameters.	74	liquid core reduction high carbon wire rod billet center porosity closure segregation index
75	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.jstage.jst.go.jp/article/isijinternational/47/12/47_12_1759/_article	ISIJ International paper on the effect of bulging and straightening on centerline segregation.	75	Tata Steel billet centerline porosity superheat 21 В°C U V segregation transition ISIJ
76	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.sciencedirect.com/science/article/abs/pii/S1359645416300775	ScienceDirect article on the formation of centerline segregation in continuous casting.	76	vertical caster versus curved caster inclusion flotation high carbon segregation comparison
77	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://onlinelibrary.wiley.com/doi/abs/10.1002/srin.200606418	Steel Research International article on liquid core reduction for high-carbon wire rod billets.	77	liquid core reduction high carbon wire rod billet center porosity closure segregation index
78	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.academia.edu/42129144/HIGH_CARBON_GRADES_FOR_WIRE_ROD_LINES_THE_CORE_OF_DANIELI_TECHNOLOGY	Academia.edu document on high-carbon grades for wire rod, highlighting Danieli technology for segregation control.	78	liquid core reduction high carbon wire rod billet center porosity closure segregation index
79	How does the choice between a vertical bending caster and a straight vertical caster with liquid core reduction (LCR) influence the centerline segregation and porosity in high-carbon wire rod steel (C > 0.70%)?	https://www.mdpi.com/1996-1944/12/6/846	MDPI Materials article on center porosity closure and segregation index in high-carbon wire rod billets.	79	liquid core reduction high carbon wire rod billet center porosity closure segregation index
